
<!-- saved from url=(0034)http://fx.sauder.ubc.ca/cgi/fxdata -->
<html><head><meta http-equiv="Content-Type" content="text/html; charset=UTF-8"><style type="text/css"></style></head><body><pre style="word-wrap: break-word; white-space: pre-wrap;">"PACIFIC Exchange Rate Service"
"Jul.Day","YYYY/MM/DD","Wdy","XAU/USD","XAG/USD","XPT/USD","CAD/USD","EUR/USD","JPY/USD","GBP/USD","CHF/USD","AUD/USD","HKD/USD","NZD/USD","KRW/USD","MXN/USD"
2454154,"2007/02/22","Thu",0.00147797,0.070175,,1.16160,0.76141,121.316,0.51100,1.23851,1.26660,7.8114,1.4176,939.05,10.9792
2454155,"2007/02/23","Fri",0.00146412,0.070028,0.00081037,1.15850,0.75967,121.093,0.50921,1.23311,1.26281,7.8090,1.4151,938.06,11.0333
2454158,"2007/02/26","Mon",0.00145826,0.068587,0.00080906,1.16000,0.76001,120.770,0.50942,1.23286,1.26073,7.8130,1.4086,938.51,11.0687
2454159,"2007/02/27","Tue",0.00147885,0.069013,0.00080906,1.16390,0.75504,118.681,0.50863,1.22066,1.26073,7.8139,1.4189,938.63,11.1485
2454160,"2007/02/28","Wed",0.00150557,0.069881,0.00080710,1.17000,0.75586,118.337,0.50989,1.21888,1.26719,7.8121,1.4265,942.03,11.1535
2454161,"2007/03/01","Thu",0.00149165,0.069979,0.00080128,1.17130,0.75911,117.518,0.51075,1.22278,1.27190,7.8117,1.4400,941.56,11.1872
2454162,"2007/03/02","Fri",0.00153398,0.073910,0.00083126,1.17530,0.75865,116.841,0.51397,1.21742,1.27653,7.8149,1.4519,943.26,11.1827
2454165,"2007/03/05","Mon",0.00157047,0.073910,0.00083125,1.18110,0.76372,116.022,0.51992,1.22191,1.29407,7.8152,1.4743,951.73,11.1741
2454166,"2007/03/06","Tue",0.00155340,0.077310,0.00084034,1.17600,0.76294,116.516,0.51898,1.22424,1.29259,7.8154,1.4694,947.62,11.1469
2454167,"2007/03/07","Wed",0.00154703,0.077579,0.00084317,1.17860,0.76063,116.428,0.51779,1.22097,1.28795,7.8179,1.4625,948.95,11.1610
2454168,"2007/03/08","Thu",0.00152847,0.076394,0.00083682,1.18010,0.76160,117.341,0.51816,1.22889,1.28902,7.8132,1.4605,947.87,11.1435
2454169,"2007/03/09","Fri",0.00153316,0.076511,0.00083125,1.17120,0.76230,118.160,0.51766,1.23350,1.28112,7.8144,1.4463,946.04,11.1225
2454172,"2007/03/12","Mon",0.00154381,0.077101,0.00083126,1.16920,0.75833,117.520,0.51833,1.22506,1.27627,7.8146,1.4429,944.43,11.1565
2454173,"2007/03/13","Tue",0.00153657,0.077399,0.00081967,1.16870,0.75762,116.928,0.51763,1.22198,1.27046,7.8151,1.4338,944.78,11.1624
2454174,"2007/03/14","Wed",0.00155461,0.079051,0.00083125,1.17540,0.75618,116.376,0.51714,1.21400,1.27263,7.8153,1.4486,946.38,11.1836
2454175,"2007/03/15","Thu",0.00154201,0.077519,0.00082305,1.17580,0.75488,117.228,0.51636,1.21441,1.26854,7.8118,1.4390,945.18,11.1450
2454176,"2007/03/16","Fri",0.00153092,0.076511,0.00082034,1.17400,0.75146,116.816,0.51491,1.20794,1.25818,7.8111,1.4333,944.49,11.1597
2454179,"2007/03/19","Mon",0.00152671,0.075988,0.00081566,1.17520,0.75198,117.520,0.51386,1.21255,1.25088,7.8126,1.4245,943.94,11.1499
2454180,"2007/03/20","Tue",0.00151745,0.075472,0.00081235,1.16390,0.75246,117.341,0.51075,1.21391,1.24762,7.8127,1.4201,941.67,11.1059
2454181,"2007/03/21","Wed",0.00151803,0.075019,0.00081169,1.15780,0.75162,117.830,0.51031,1.21528,1.24803,7.8109,1.4192,938.25,11.0794
2454182,"2007/03/22","Thu",0.00150830,0.074766,0.00080906,1.15760,0.74863,117.750,0.50834,1.21151,1.23715,7.8096,1.3999,937.33,11.0143
2454183,"2007/03/23","Fri",0.00152381,0.074794,0.00081169,1.16000,0.75173,117.839,0.50947,1.21721,1.24025,7.8110,1.4038,937.75,11.0161
2454186,"2007/03/26","Mon",0.00150830,0.075415,0.00080841,1.16270,0.74989,117.849,0.50782,1.21444,1.23533,7.8132,1.3966,937.66,11.0313
2454187,"2007/03/27","Tue",0.00150602,0.074962,0.00080710,1.15840,0.74871,117.807,0.50856,1.21324,1.23629,7.8133,1.3923,941.02,11.0534
2454188,"2007/03/28","Wed",0.00149982,0.074850,0.00080257,1.15800,0.75010,116.817,0.50998,1.21511,1.24009,7.8141,1.4071,939.17,11.0919
2454189,"2007/03/29","Thu",0.00151286,0.074963,0.00080580,1.15780,0.74987,117.759,0.50953,1.21656,1.23802,7.8129,1.3998,940.54,11.0583
2454190,"2007/03/30","Fri",0.00151114,0.074906,0.00080386,1.15290,0.74776,117.570,0.50795,1.21256,1.23397,7.8138,1.3973,941.14,11.0431
2454193,"2007/04/02","Mon",0.00151918,0.074991,0.00080972,1.15610,0.74775,117.705,0.50544,1.21401,1.22455,7.8158,1.3862,936.87,11.0315
2454194,"2007/04/03","Tue",0.00150546,0.075301,0.00080321,1.15730,0.74829,118.843,0.50557,1.21911,1.22999,7.8155,1.3878,936.33,10.9801
2454195,"2007/04/04","Wed",0.00148755,0.074349,0.00080128,1.15840,0.74832,118.713,0.50627,1.21949,1.22271,7.8168,1.3878,936.46,11.0009
2454196,"2007/04/05","Thu",0.00148478,0.073638,0.00079936,1.15090,0.74487,118.650,0.50743,1.21455,1.22073,7.8165,1.3835,932.66,10.9924
2454200,"2007/04/09","Mon",,,,1.15220,0.74818,119.287,0.51000,1.22509,1.22457,7.8177,1.3887,932.96,10.9733
2454201,"2007/04/10","Tue",0.00147624,0.072254,0.00079239,1.14800,0.74415,119.063,0.50716,1.21636,1.21199,7.8130,1.3721,934.09,11.0173
2454202,"2007/04/11","Wed",0.00147449,0.071839,0.00079051,1.14500,0.74428,119.371,0.50541,1.21952,1.21075,7.8132,1.3734,932.41,10.9885
2454203,"2007/04/12","Thu",0.00147655,0.072254,0.00079051,1.13630,0.74161,119.009,0.50588,1.21568,1.20844,7.8146,1.3723,931.39,11.0107
2454204,"2007/04/13","Fri",0.00146681,0.072046,0.00078989,1.13800,0.73978,119.262,0.50434,1.21555,1.20118,7.8126,1.3561,928.98,10.9952
2454207,"2007/04/16","Mon",0.00145666,0.070972,0.00078370,1.13100,0.73806,119.848,0.50238,1.21339,1.20102,7.8136,1.3500,929.34,10.9913
2454208,"2007/04/17","Tue",0.00145349,0.071633,0.00078740,1.12940,0.73701,118.960,0.49850,1.20920,1.19526,7.8122,1.3436,929.55,10.9864
2454209,"2007/04/18","Wed",0.00145191,0.071633,0.00078064,1.12880,0.73677,118.273,0.49898,1.20559,1.19716,7.8100,1.3457,928.29,10.9912
2454210,"2007/04/19","Thu",0.00146649,0.072280,0.00077399,1.12860,0.73500,118.377,0.49934,1.20461,1.19707,7.8136,1.3447,928.89,11.0000
2454211,"2007/04/20","Fri",0.00144634,0.072098,0.00075930,1.12270,0.73523,118.830,0.49889,1.20811,1.19589,7.8140,1.3402,927.85,10.9853
2454214,"2007/04/23","Mon",0.00145201,0.072150,0.00075873,1.12270,0.73644,118.491,0.49962,1.20877,1.19934,7.8150,1.3404,926.32,10.9639
2454215,"2007/04/24","Tue",0.00145264,0.071276,0.00075700,1.12290,0.73411,118.524,0.49933,1.20328,1.20716,7.8159,1.3467,927.25,10.9980
2454216,"2007/04/25","Wed",0.00146199,0.072516,0.00076511,1.11450,0.73284,118.640,0.49899,1.20291,1.20033,7.8183,1.3421,926.43,10.9372
2454217,"2007/04/26","Thu",0.00148589,0.073206,0.00076923,1.12020,0.73581,119.513,0.50244,1.20920,1.21142,7.8213,1.3565,928.85,10.9288
2454218,"2007/04/27","Fri",0.00147601,0.074906,0.00078064,1.11530,0.73394,119.604,0.50045,1.20834,1.20326,7.8215,1.3496,929.42,10.9236
2454221,"2007/04/30","Mon",0.00147710,0.074074,0.00077761,1.10670,0.73214,119.436,0.50002,1.20621,1.20123,7.8215,1.3470,930.78,10.9250
2454222,"2007/05/01","Tue",0.00148456,0.074349,0.00077821,1.10890,0.73530,119.790,0.50016,1.21523,1.20677,7.8225,1.3484,931.07,10.9359
2454223,"2007/05/02","Wed",0.00149365,0.075873,0.00077821,1.10870,0.73551,120.055,0.50229,1.21368,1.21235,7.8218,1.3539,930.12,10.9339
2454224,"2007/05/03","Thu",0.00148324,0.075019,0.00076982,1.10700,0.73716,120.339,0.50307,1.21514,1.21328,7.8216,1.3583,927.14,10.8957
2454225,"2007/05/04","Fri",0.00145180,0.074627,0.00076278,1.10690,0.73597,120.172,0.50172,1.21131,1.21865,7.8210,1.3603,927.83,10.8840
2454228,"2007/05/07","Mon",,,,1.10240,0.73444,119.970,0.50141,1.20956,1.21156,7.8185,1.3553,922.51,10.8504
2454229,"2007/05/08","Tue",0.00146145,0.074184,0.00075301,1.10480,0.73900,119.892,0.50250,1.21822,1.20835,7.8183,1.3566,922.97,10.8527
2454230,"2007/05/09","Wed",0.00146413,0.074349,0.00075415,1.10640,0.73804,119.805,0.50091,1.21663,1.20707,7.8199,1.3617,923.54,10.8258
2454231,"2007/05/10","Thu",0.00148478,0.075245,,1.10730,0.74007,120.384,0.50426,1.21936,1.20202,7.8206,1.3650,925.06,10.8135
2454232,"2007/05/11","Fri",0.00149477,0.076687,0.00075529,1.11350,0.73972,120.197,0.50446,1.21867,1.20119,7.8203,1.3624,926.37,10.8212
2454235,"2007/05/14","Mon",0.00149209,0.075815,0.00075245,1.10690,0.73838,120.354,0.50502,1.21946,1.20016,7.8117,1.3552,923.96,10.7990
2454236,"2007/05/15","Tue",0.00149645,0.076805,0.00075758,1.09770,0.73513,120.230,0.50351,1.21359,1.19797,7.8144,1.3538,923.99,10.7935
2454237,"2007/05/16","Wed",0.00149757,0.075988,0.00075415,1.10290,0.73961,120.733,0.50568,1.22219,1.21265,7.8185,1.3645,923.70,10.7916
2454238,"2007/05/17","Thu",0.00152265,0.077519,0.00076805,1.09770,0.74109,121.306,0.50641,1.22703,1.21682,7.8207,1.3690,923.99,10.8041
2454239,"2007/05/18","Fri",0.00152207,0.077700,0.00076453,1.08840,0.74021,121.108,0.50621,1.22678,1.21243,7.8191,1.3682,934.25,10.8299
2454243,"2007/05/22","Tue",0.00151057,0.076511,0.00077280,1.08550,0.74278,121.475,0.50587,1.23017,1.21761,7.8233,1.3747,930.16,10.7688
2454244,"2007/05/23","Wed",0.00151046,0.077160,0.00077220,1.08180,0.74172,121.523,0.50302,1.22668,1.21264,7.8230,1.3680,931.78,10.7749
2454245,"2007/05/24","Thu",0.00151745,0.076687,0.00077519,1.08410,0.74468,121.468,0.50376,1.22955,1.21850,7.8235,1.3791,931.36,10.8302
2454246,"2007/05/25","Fri",0.00152601,0.077369,0.00078370,1.07960,0.74342,121.727,0.50397,1.22822,1.22127,7.8226,1.3769,928.29,10.7745
2454249,"2007/05/28","Mon",,,,1.08010,0.74331,121.660,0.50425,1.22851,1.22018,7.8200,1.3766,928.72,10.7794
2454250,"2007/05/29","Tue",0.00151481,0.076746,0.00078927,1.07190,0.74170,121.792,0.50476,1.22279,1.21918,7.8196,1.3716,928.05,10.7946
2454251,"2007/05/30","Wed",0.00153222,0.076278,0.00079555,1.07540,0.74525,121.487,0.50645,1.22608,1.21651,7.8047,1.3691,931.08,10.8124
2454252,"2007/05/31","Thu",0.00151722,0.075472,0.00079239,1.06990,0.74340,121.759,0.50515,1.22540,1.20906,7.8090,1.3579,927.93,10.7387
2454253,"2007/06/01","Fri",0.00150037,0.073910,0.00077519,1.06040,0.74409,122.109,0.50490,1.23002,1.20295,7.8108,1.3450,928.55,10.7122
2454256,"2007/06/04","Mon",0.00149009,0.073153,0.00077399,1.05800,0.74142,121.736,0.50194,1.22298,1.19886,7.8065,1.3384,928.07,10.7465
2454257,"2007/06/05","Tue",0.00148920,0.072939,0.00077161,1.06060,0.73935,121.490,0.50154,1.21866,1.19464,7.8089,1.3307,927.10,10.7971
2454258,"2007/06/06","Wed",0.00149321,0.073046,0.00077640,1.05860,0.74126,121.079,0.50216,1.21776,1.18944,7.8119,1.3326,926.97,10.8574
2454259,"2007/06/07","Thu",0.00149533,0.073260,0.00077640,1.06130,0.74315,121.347,0.50516,1.22439,1.18395,7.8148,1.3241,926.90,10.8985
2454260,"2007/06/08","Fri",0.00152614,0.075131,0.00076923,1.06220,0.74856,121.630,0.50874,1.23454,1.18695,7.8159,1.3218,930.94,10.9800
2454263,"2007/06/11","Mon",0.00153776,0.075988,0.00077640,1.06140,0.74852,121.790,0.50802,1.23865,1.18698,7.8141,1.3348,932.69,10.9152
2454264,"2007/06/12","Tue",0.00154500,0.076046,0.00077519,1.06350,0.75048,121.779,0.50636,1.24226,1.18496,7.8169,1.3297,929.63,10.9245
2454265,"2007/06/13","Wed",0.00154405,0.077760,0.00078431,1.06670,0.75220,122.370,0.50689,1.24469,1.19024,7.8151,1.3325,931.61,10.9585
2454266,"2007/06/14","Thu",0.00153080,0.076687,0.00078370,1.06840,0.75128,122.974,0.50770,1.24522,1.19776,7.8172,1.3332,929.85,10.9087
2454267,"2007/06/15","Fri",0.00153116,0.076570,0.00078247,1.06790,0.74830,123.557,0.50599,1.24290,1.19079,7.8191,1.3277,928.61,10.8109
2454270,"2007/06/18","Mon",0.00152439,0.075131,0.00077340,1.07210,0.74622,123.685,0.50449,1.24100,1.18766,7.8174,1.3267,928.23,10.7684
2454271,"2007/06/19","Tue",0.00152370,0.075815,0.00077579,1.06390,0.74539,123.408,0.50293,1.24041,1.18211,7.8176,1.3195,927.55,10.7410
2454272,"2007/06/20","Wed",0.00152045,0.074963,0.00077220,1.06460,0.74474,123.604,0.50160,1.23762,1.18249,7.8143,1.3117,928.16,10.7797
2454273,"2007/06/21","Thu",0.00153728,0.075930,0.00077519,1.07300,0.74633,123.674,0.50196,1.24060,1.18093,7.8126,1.3124,927.40,10.8198
2454274,"2007/06/22","Fri",0.00153175,0.076017,0.00076864,1.06760,0.74418,124.111,0.50063,1.23166,1.17902,7.8153,1.3037,928.35,10.7947
2454277,"2007/06/25","Mon",0.00153668,0.075930,0.00077519,1.07130,0.74349,123.850,0.50098,1.23053,1.17933,7.8125,1.3050,926.73,10.8157
2454278,"2007/06/26","Tue",0.00154560,0.077821,0.00078555,1.06930,0.74252,123.504,0.50012,1.22852,1.18024,7.8129,1.3043,926.60,10.8361
2454279,"2007/06/27","Wed",0.00155739,0.081566,0.00078989,1.07160,0.74443,122.525,0.50089,1.22918,1.19399,7.8149,1.3179,927.79,10.8671
2454280,"2007/06/28","Thu",0.00154500,0.080483,0.00078989,1.06270,0.74258,123.012,0.49948,1.22869,1.18196,7.8167,1.3001,926.50,10.7866
2454281,"2007/06/29","Fri",0.00153728,0.079745,0.00078555,1.06340,0.73971,123.393,0.49848,1.22398,1.17776,7.8190,1.2938,923.89,10.7904
2454285,"2007/07/03","Tue",0.00152846,0.079365,0.00078064,1.05960,0.73451,122.398,0.49586,1.21528,1.17057,7.8131,1.2803,918.20,10.7705
2454286,"2007/07/04","Wed",0.00152870,0.079334,0.00077942,1.05700,0.73403,122.636,0.49610,1.21634,1.16564,7.8125,1.2792,919.93,10.7550
2454287,"2007/07/05","Thu",0.00153610,0.079365,0.00077519,1.05660,0.73574,122.832,0.49718,1.21784,1.16803,7.8178,1.2773,921.99,10.7949
2454288,"2007/07/06","Fri",0.00154143,0.080645,0.00077700,1.04800,0.73389,123.279,0.49708,1.21804,1.16717,7.8180,1.2784,919.30,10.7808
2454291,"2007/07/09","Mon",,,,1.04790,0.73408,123.340,0.49588,1.21694,1.16239,7.8151,1.2806,920.83,10.7565
2454292,"2007/07/10","Tue",0.00151126,0.078370,0.00077160,1.05210,0.72921,122.195,0.49390,1.20764,1.15998,7.8163,1.2834,919.67,10.7809
2454293,"2007/07/11","Wed",0.00150829,0.077220,0.00076570,1.05580,0.72688,122.129,0.49221,1.20429,1.16099,7.8162,1.2833,918.89,10.8254
2454294,"2007/07/12","Thu",0.00149869,0.077220,,1.04690,0.72590,122.530,0.49289,1.20334,1.15743,7.8168,1.2791,918.33,10.7817
2454295,"2007/07/13","Fri",0.00150038,0.076191,0.00076161,1.04770,0.72530,121.996,0.49155,1.20205,1.15132,7.8196,1.2726,916.62,10.7655
2454298,"2007/07/16","Mon",0.00150150,0.076746,0.00076162,1.04300,0.72551,121.888,0.49085,1.20189,1.14653,7.8207,1.2626,918.13,10.7715
2454299,"2007/07/17","Tue",0.00150037,0.077519,0.00076394,1.04360,0.72558,122.374,0.48890,1.20300,1.14530,7.8205,1.2644,917.85,10.7598
2454300,"2007/07/18","Wed",0.00149982,0.077280,0.00076394,1.04370,0.72429,121.843,0.48703,1.19980,1.13941,7.8204,1.2597,916.33,10.7509
2454301,"2007/07/19","Thu",0.00148258,0.075472,0.00075643,1.04260,0.72408,122.070,0.48811,1.20240,1.13709,7.8212,1.2627,916.17,10.7286
2454302,"2007/07/20","Fri",0.00146713,0.075245,0.00075075,1.04400,0.72304,121.170,0.48626,1.19986,1.13701,7.8202,1.2557,914.99,10.7974
2454305,"2007/07/23","Mon",0.00146628,0.074963,0.00075245,1.04510,0.72370,121.340,0.48580,1.20556,1.13192,7.8204,1.2443,915.15,10.7576
2454306,"2007/07/24","Tue",0.00146134,0.074963,0.00075019,1.03720,0.72339,120.577,0.48483,1.20507,1.13133,7.8220,1.2365,913.83,10.7907
2454307,"2007/07/25","Wed",0.00148203,0.075901,0.00075930,1.04250,0.72938,120.325,0.48758,1.21404,1.13291,7.8242,1.2452,913.67,10.8695
2454308,"2007/07/26","Thu",0.00149254,0.076161,0.00076104,1.05050,0.72830,119.158,0.48813,1.20692,1.13900,7.8240,1.2640,918.27,10.9449
2454309,"2007/07/27","Fri",0.00151400,0.078431,0.00077882,1.05900,0.73287,118.549,0.49286,1.20739,1.16862,7.8247,1.3069,921.67,11.0118
2454312,"2007/07/30","Mon",0.00151172,0.078555,0.00078740,1.06860,0.73097,118.418,0.49415,1.20148,1.17532,7.8249,1.3118,923.60,10.9803
2454313,"2007/07/31","Tue",0.00150263,0.077339,0.00077399,1.06570,0.72928,119.153,0.49113,1.20214,1.16368,7.8267,1.2965,923.48,10.9302
2454314,"2007/08/01","Wed",0.00150207,0.078308,0.00077942,1.05690,0.73091,118.713,0.49243,1.20143,1.17147,7.8288,1.3118,924.67,10.9603
2454315,"2007/08/02","Thu",0.00150094,0.077161,0.00077700,1.05270,0.73038,119.354,0.49153,1.20612,1.16372,7.8279,1.2995,922.61,10.9338
2454316,"2007/08/03","Fri",0.00149143,0.077160,0.00077761,1.05280,0.72542,118.439,0.48963,1.19338,1.16653,7.8286,1.3085,922.70,10.9655
2454320,"2007/08/07","Tue",0.00149701,0.076982,0.00078003,1.05530,0.72739,118.467,0.49503,1.19540,1.17048,7.8283,1.3142,923.27,10.9675
2454321,"2007/08/08","Wed",0.00148039,0.076746,0.00077761,1.04990,0.72417,119.797,0.49097,1.19470,1.16062,7.8282,1.3015,924.21,10.9274
2454322,"2007/08/09","Thu",0.00150921,0.077071,0.00078864,1.05650,0.72993,118.681,0.49335,1.19690,1.17090,7.8237,1.3200,922.71,10.9789
2454323,"2007/08/10","Fri",0.00149589,0.078802,0.00078802,1.05360,0.73065,117.998,0.49463,1.19701,1.18276,7.8201,1.3405,931.56,10.9991
2454326,"2007/08/13","Mon",0.00149533,0.077700,0.00078370,1.05090,0.73402,118.491,0.49695,1.20586,1.18626,7.8236,1.3511,930.00,10.9881
2454327,"2007/08/14","Tue",0.00149622,0.078370,0.00078616,1.06360,0.73631,118.190,0.49993,1.20960,1.19318,7.8226,1.3690,932.16,11.0470
2454328,"2007/08/15","Wed",0.00149869,0.079936,0.00079239,1.07460,0.74192,117.199,0.50196,1.21809,1.21342,7.8206,1.3974,932.00,11.1231
2454329,"2007/08/16","Thu",0.00151000,0.080873,0.00080321,1.07550,0.74625,114.027,0.50434,1.21828,1.27233,7.8176,1.4749,946.74,11.2701
2454330,"2007/08/17","Fri",0.00152091,0.085543,0.00080321,1.06350,0.74127,113.829,0.50444,1.20441,1.26774,7.8140,1.4525,950.40,11.1338
2454333,"2007/08/20","Mon",0.00151631,0.083682,0.00080064,1.05820,0.74254,114.511,0.50436,1.20675,1.24906,7.8192,1.4372,943.14,11.1237
2454334,"2007/08/21","Tue",0.00152092,0.085690,0.00080386,1.06010,0.74174,114.420,0.50476,1.20329,1.25012,7.8076,1.4368,943.15,11.1203
2454335,"2007/08/22","Wed",0.00151630,0.085616,0.00080645,1.06210,0.73890,114.959,0.50210,1.20625,1.24353,7.8084,1.4276,944.09,11.0636
2454336,"2007/08/23","Thu",0.00151343,0.084175,,1.05680,0.73747,115.826,0.49915,1.20612,1.22955,7.8096,1.4109,941.89,11.0764
2454337,"2007/08/24","Fri",0.00151320,0.085470,0.00080645,1.05250,0.73294,116.119,0.49754,1.20162,1.21340,7.8010,1.3924,941.41,11.0314
2454340,"2007/08/27","Mon",,,,1.05160,0.73282,116.058,0.49672,1.20335,1.20666,7.8038,1.3928,938.93,11.0393
2454341,"2007/08/28","Tue",0.00150150,0.084531,0.00079681,1.06150,0.73394,114.707,0.49840,1.20065,1.21857,7.7996,1.4225,939.38,11.1001
2454342,"2007/08/29","Wed",0.00150546,0.084746,0.00079365,1.05920,0.73129,115.507,0.49551,1.19846,1.22126,7.8047,1.4235,942.35,11.0853
2454343,"2007/08/30","Thu",0.00150150,0.084317,0.00078989,1.05670,0.73275,115.815,0.49610,1.20325,1.22218,7.7981,1.4199,940.13,11.0858
